uf,nome_mun,quant
GO,GUAPO,1
GO,GUARAITA,1
GO,GUARANI DE GOIAS,1
GO,HEITORAI,1
GO,HIDROLANDIA,1
GO,HIDROLINA,1
GO,IACIARA,1
GO,INACIOLANDIA,1
GO,INDIARA,1
GO,INHUMAS,4
GO,IPAMERI,1
GO,IPIRANGA DE GOIAS,1
GO,IPORA,2
GO,ISRAELANDIA,1
GO,ITABERAI,2
GO,ITAGUARI,1
GO,ITAGUARU,1
GO,ITAJA,1
GO,ITAPACI,1
GO,ITAPIRAPUA,1
GO,ITAPURANGA,2
GO,ITARUMA,1
GO,ITAUCU,1
GO,ITUMBIARA,6
GO,IVOLANDIA,1
GO,JANDAIA,1
GO,JARAGUA,2
GO,JATAI,5
GO,JAUPACI,1
GO,JESUPOLIS,1
GO,JOVIANIA,1
GO,JUSSARA,1
GO,LAGOA SANTA,1
GO,LEOPOLDO DE BULHOES,1
GO,LUZIANIA,6
GO,MAIRIPOTABA,1
GO,MARA ROSA,1
GO,MARZAGAO,1
GO,MATRINCHA,1
GO,MAURILANDIA,1
GO,MIMOSO DE GOIAS,1
GO,MINACU,2
GO,MINEIROS,1
GO,MOIPORA,1
GO,MONTE ALEGRE DE GOIAS,1
GO,MONTES CLAROS DE GOIAS,1
GO,MONTIVIDIU,1
GO,MONTIVIDIU DO NORTE,1
GO,MORRINHOS,3
GO,MORRO AGUDO DE GOIAS,1
GO,MOSSAMEDES,1
GO,MOZARLANDIA,1
GO,MUNDO NOVO,1
GO,MUTUNOPOLIS,1
GO,NAZARIO,1
GO,NEROPOLIS,1
GO,NIQUELANDIA,2
GO,NOVA AMERICA,1
GO,NOVA AURORA,1
GO,NOVA CRIXAS,1
GO,NOVA GLORIA,1
GO,NOVA IGUACU DE GOIAS,1
GO,NOVA ROMA,1
GO,NOVA VENEZA,1
GO,NOVO BRASIL,1
GO,NOVO GAMA,5
GO,NOVO PLANALTO,1
GO,ORIZONA,1
GO,OURO VERDE DE GOIAS,1
GO,OUVIDOR,1
GO,PADRE BERNARDO,1
GO,PALESTINA DE GOIAS,1
GO,PALMEIRAS DE GOIAS,2
GO,PALMELO,1
GO,PALMINOPOLIS,1
GO,PANAMA,1
GO,PARANAIGUARA,1
GO,PARAUNA,1
GO,PEROLANDIA,1
GO,PETROLINA DE GOIAS,1
GO,PILAR DE GOIAS,1
GO,PIRACANJUBA,1
GO,PIRANHAS,1
GO,PIRENOPOLIS,1
GO,PIRES DO RIO,2
GO,PLANALTINA,3
GO,PONTALINA,1
GO,PORANGATU,3
GO,PORTEIRAO,1
GO,PORTELANDIA,1
GO,POSSE,2
GO,PROFESSOR JAMIL,1
GO,QUIRINOPOLIS,4
GO,RIALMA,1
GO,RIANAPOLIS,1
GO,RIO QUENTE,1
GO,RIO VERDE,11
GO,RUBIATABA,1
GO,SANCLERLANDIA,1
GO,SANTA BARBARA DE GOIAS,1
GO,SANTA CRUZ DE GOIAS,1
GO,SANTA FE DE GOIAS,1
GO,SANTA HELENA DE GOIAS,4
GO,SANTA ISABEL,1
GO,SANTA RITA DO ARAGUAIA,1
GO,SANTA ROSA DE GOIAS,1
GO,SANTA TEREZA DE GOIAS,1
GO,SANTA TEREZINHA DE GOIAS,1
GO,SANTO ANTONIO DA BARRA,1
GO,SANTO ANTONIO DE GOIAS,1
GO,SANTO ANTONIO DO DESCOBERTO,3
GO,SAO FRANCISCO DE GOIAS,1
GO,SAO JOAO D ALIANCA,1
GO,SAO JOAO DA PARAUNA,1
GO,SAO LUIS DE MONTES BELOS,1
GO,SAO LUIZ DO NORTE,1
GO,SAO MIGUEL DO ARAGUAIA,2
GO,SAO MIGUEL DO PASSA QUATRO,1
GO,SAO PATRICIO,1
GO,SAO SIMAO,1
GO,SENADOR CANEDO,5
GO,SERRANOPOLIS,1
GO,SILVANIA,1
GO,SIMOLANDIA,1
GO,SITIO D ABADIA,1
GO,TAQUARAL DE GOIAS,1
GO,TEREZOPOLIS DE GOIAS,1
GO,TRES RANCHOS,1
GO,TRINDADE,8
GO,TROMBAS,1
GO,TURVANIA,1
GO,TURVELANDIA,1
GO,UIRAPURU,1
GO,URUACU,2
GO,URUANA,1
GO,URUTAI,1
GO,VALPARAISO DE GOIAS,4
GO,VARJAO,1
GO,VIANOPOLIS,1
GO,VICENTINOPOLIS,1
GO,VILA BOA,1
GO,VILA PROPICIO,1
MA,ACAILANDIA,5
MA,AFONSO CUNHA,1
MA,AGUA DOCE DO MARANHAO,1
MA,ALCANTARA,1
MA,ALDEIAS ALTAS,1
MA,ALTAMIRA DO MARANHAO,1
MA,ALTO ALEGRE DO MARANHAO,1
MA,ALTO ALEGRE DO PINDARE,1
MA,ALTO PARNAIBA,1
MA,AMAPA DO MARANHAO,1
MA,AMARANTE DO MARANHAO,1
MA,ANAJATUBA,1
MA,APICUM-ACU,1
MA,ARAIOSES,1
MA,ARARI,1
MA,AXIXA,1
MA,BACABAL,4
MA,BACABEIRA,1
MA,BACURITUBA,1
MA,BALSAS,4
MA,BARAO DE GRAJAU,1
MA,BARRA DO CORDA,2
MA,BARREIRINHAS,1
MA,BENEDITO LEITE,1
MA,BERNARDO DO MEARIM,1
MA,BOA VISTA DO GURUPI,1
MA,BOM JARDIM,1
MA,BOM JESUS DAS SELVAS,1
MA,BOM LUGAR,1
MA,BREJO,1
MA,BREJO DE AREIA,1
MA,BURITI,1
MA,BURITI BRAVO,1
MA,BURITICUPU,2
MA,BURITIRANA,1
MA,CAJAPIO,1
MA,CAJARI,1
MA,CAMPESTRE DO MARANHAO,1
MA,CANDIDO MENDES,1
MA,CANTANHEDE,1
MA,CAPINZAL DO NORTE,1
MA,CAROLINA,1
MA,CARUTAPERA,1
MA,CAXIAS,5
MA,CENTRAL DO MARANHAO,1
MA,CENTRO DO GUILHERME,1
MA,CENTRO NOVO DO MARANHAO,1
MA,CHAPADINHA,4
MA,CIDELANDIA,1
MA,CODO,5
MA,COELHO NETO,1
MA,COLINAS,1
MA,CONCEICAO DO LAGO-ACU,1
MA,COROATA,2
MA,CURURUPU,1
MA,DOM PEDRO,1
MA,DUQUE BACELAR,1
MA,ESPERANTINOPOLIS,1
MA,ESTREITO,2
MA,FEIRA NOVA DO MARANHAO,1
MA,FORMOSA DA SERRA NEGRA,1
MA,FORTALEZA DOS NOGUEIRAS,1
MA,FORTUNA,1
MA,GODOFREDO VIANA,1
MA,GONCALVES DIAS,1
MA,GOVERNADOR ARCHER,1
MA,GOVERNADOR EDISON LOBAO,1
MA,GOVERNADOR EUGENIO BARROS,1
MA,GOVERNADOR LUIZ ROCHA,1
MA,GOVERNADOR NUNES FREIRE,1
MA,GRACA ARANHA,1
MA,GRAJAU,3
MA,GUIMARAES,1
MA,HUMBERTO DE CAMPOS,1
MA,ICATU,1
MA,IGARAPE DO MEIO,1
MA,IGARAPE GRANDE,1
MA,IMPERATRIZ,13
MA,ITAIPAVA DO GRAJAU,1
MA,ITAPECURU MIRIM,2
MA,ITINGA DO MARANHAO,1
MA,JATOBA,1
MA,JENIPAPO DOS VIEIRAS,1
MA,JOAO LISBOA,1
MA,JOSELANDIA,1
MA,LAGO DA PEDRA,2
MA,LAGO DOS RODRIGUES,1
MA,LAGO VERDE,1
MA,LAGOA DO MATO,1
MA,LAJEADO NOVO,1
MA,LIMA CAMPOS,1
MA,LORETO,1
MA,LUIS DOMINGUES,1
MA,MAGALHAES DE ALMEIDA,1
MA,MARACACUME,1
MA,MARAJA DO SENA,1
MA,MARANHAOZINHO,1
MA,MATINHA,1
MA,MATOES,1
MA,MILAGRES DO MARANHAO,1
MA,MIRADOR,1
MA,MIRANDA DO NORTE,1
MA,MIRINZAL,1
MA,MONCAO,1
MA,MONTES ALTOS,1
MA,MORROS,1
MA,NINA RODRIGUES,1
MA,NOVA COLINAS,1
MA,NOVA IORQUE,1
MA,NOVA OLINDA DO MARANHAO,1
MA,OLHO D AGUA DAS CUNHAS,1
MA,PACO DO LUMIAR,4
MA,PALMEIRANDIA,1
MA,PARAIBANO,1
MA,PARNARAMA,1
MA,PASSAGEM FRANCA,1
MA,PASTOS BONS,1
MA,PAULO RAMOS,1
MA,PEDREIRAS,2
MA,PEDRO DO ROSARIO,1
MA,PENALVA,1
MA,PERI MIRIM,1
MA,PINDARE-MIRIM,1
MA,PINHEIRO,4
MA,PIO XII,1
MA,PIRAPEMAS,1
MA,POCAO DE PEDRAS,1
MA,PORTO FRANCO,1
MA,PORTO RICO DO MARANHAO,1
MA,PRESIDENTE DUTRA,2
MA,PRESIDENTE JUSCELINO,1
MA,PRESIDENTE VARGAS,1
MA,PRIMEIRA CRUZ,1
MA,RAPOSA,1
MA,RIACHAO,1
MA,RIBAMAR FIQUENE,1
MA,ROSARIO,1
MA,SAMBAIBA,1
MA,SANTA FILOMENA DO MARANHAO,1
MA,SANTA HELENA,1
MA,SANTA INES,3
MA,SANTA LUZIA,1
MA,SANTA QUITERIA DO MARANHAO,1
MA,SANTA RITA,1
MA,SANTANA DO MARANHAO,1
MA,SANTO AMARO DO MARANHAO,1
MA,SANTO ANTONIO DOS LOPES,1
MA,SAO BENEDITO DO RIO PRETO,1
MA,SAO BENTO,1
MA,SAO BERNARDO,1
MA,SAO DOMINGOS DO AZEITAO,1
MA,SAO FELIX DE BALSAS,1
MA,SAO FRANCISCO DO MARANHAO,1
MA,SAO JOAO BATISTA,1
MA,SAO JOAO DO CARU,1
MA,SAO JOAO DO PARAISO,1
MA,SAO JOAO DO SOTER,1
MA,SAO JOAO DOS PATOS,1
MA,SAO JOSE DE RIBAMAR,4
MA,SAO JOSE DOS BASILIOS,1
MA,SAO LUIS,50
MA,SAO LUIS GONZAGA DO MARANHAO,1
MA,SAO MATEUS DO MARANHAO,1
MA,SAO PEDRO DA AGUA BRANCA,1
MA,SAO PEDRO DOS CRENTES,1
MA,SAO RAIMUNDO DAS MANGABEIRAS,1
MA,SAO RAIMUNDO DO DOCA BEZERRA,1
MA,SAO ROBERTO,1
MA,SATUBINHA,1
MA,SENADOR ALEXANDRE COSTA,1
MA,SENADOR LA ROCQUE,1
MA,SITIO NOVO,1
MA,SUCUPIRA DO NORTE,1
MA,SUCUPIRA DO RIACHAO,1
MA,TASSO FRAGOSO,1
MA,TIMBIRAS,1
MA,TIMON,3
MA,TRIZIDELA DO VALE,1
MA,TUFILANDIA,1
MA,TUNTUM,1
MA,TURIACU,1
MA,TURILANDIA,1
MA,TUTOIA,1
MA,URBANO SANTOS,1
MA,VARGEM GRANDE,1
MA,VIANA,2
MA,VILA NOVA DOS MARTIRIOS,1
MA,VITORINO FREIRE,1
MA,ZE DOCA,1
MG,ABADIA DOS DOURADOS,1
MG,ABAETE,2
MG,ABRE CAMPO,1
MG,ACAIACA,1
MG,ACUCENA,1
MG,AGUA BOA,1
MG,AGUA COMPRIDA,1
MG,AGUANIL,1
MG,AGUAS FORMOSAS,1
MG,AGUAS VERMELHAS,1
MG,AIMORES,1
MG,AIURUOCA,1
MG,ALAGOA,1
MG,ALBERTINA,1
MG,ALEM PARAIBA,2
MG,ALFENAS,8
MG,ALFREDO VASCONCELOS,1
MG,ALMENARA,2
MG,ALPERCATA,1
MG,ALPINOPOLIS,1
MG,ALTEROSA,1
MG,ALTO CAPARAO,1
MG,ALTO JEQUITIBA,1
MG,ALTO RIO DOCE,1
MG,ALVARENGA,1
MG,ALVINOPOLIS,1
MG,ALVORADA DE MINAS,1
MG,AMPARO DO SERRA,1
MG,ANDRADAS,3
MG,ANDRELANDIA,1
MG,ANGELANDIA,1
MG,ANTONIO CARLOS,1
MG,ANTONIO DIAS,1
MG,ARACAI,1
MG,ARACITABA,1
MG,ARACUAI,2
MG,ARAGUARI,8
MG,ARANTINA,1
MG,ARAPONGA,1
MG,ARAPORA,1
MG,ARAPUA,1
MG,ARAXA,7
MG,ARCEBURGO,1
MG,ARCOS,2
MG,AREADO,1
MG,ARGIRITA,1
MG,ARINOS,1
MG,AUGUSTO DE LIMA,1
MG,BAEPENDI,1
MG,BALDIM,1
MG,BAMBUI,2
MG,BANDEIRA,1
MG,BANDEIRA DO SUL,1
MG,BARAO DE COCAIS,1
MG,BARAO DE MONTE ALTO,1
MG,BARBACENA,9
MG,BARRA LONGA,1
MG,BARROSO,1
MG,BELA VISTA DE MINAS,1
MG,BELMIRO BRAGA,1
MG,BELO HORIZONTE,218
MG,BELO ORIENTE,2
MG,BELO VALE,1
MG,BERILO,1
MG,BERIZAL,1
MG,BERTOPOLIS,1
MG,BETIM,15
MG,BIAS FORTES,1
MG,BICAS,1
MG,BIQUINHAS,1
MG,BOA ESPERANCA,2
MG,BOCAINA DE MINAS,1
MG,BOCAIUVA,3
MG,BOM DESPACHO,3
MG,BOM JARDIM DE MINAS,1
MG,BOM JESUS DA PENHA,1
MG,BOM JESUS DO GALHO,1
MG,BOM REPOUSO,1
MG,BOM SUCESSO,1
MG,BONFIM,1
MG,BONFINOPOLIS DE MINAS,1
MG,BONITO DE MINAS,1
MG,BORDA DA MATA,1
MG,BOTELHOS,1
MG,BOTUMIRIM,1
MG,BRAS PIRES,1
MG,BRASILANDIA DE MINAS,1
MG,BRASILIA DE MINAS,2
MG,BRASOPOLIS,1
MG,BRAUNAS,1
MG,BRUMADINHO,1
MG,BUENO BRANDAO,1
MG,BUENOPOLIS,1
MG,BUGRE,1
MG,BURITIS,1
MG,BURITIZEIRO,1
MG,CABECEIRA GRANDE,1
MG,CABO VERDE,1
MG,CACHOEIRA DA PRATA,1
MG,CACHOEIRA DE MINAS,1
MG,CACHOEIRA DE PAJEU,1
MG,CACHOEIRA DOURADA,1
MG,CAETANOPOLIS,1
MG,CAETE,3
MG,CAIANA,1
MG,CAJURI,1
MG,CALDAS,1
MG,CAMACHO,1
MG,CAMANDUCAIA,2
MG,CAMBUI,3
MG,CAMBUQUIRA,1
MG,CAMPANARIO,1
MG,CAMPANHA,1
MG,CAMPESTRE,1
MG,CAMPINA VERDE,1
MG,CAMPO AZUL,1
MG,CAMPO BELO,4
MG,CAMPO DO MEIO,1
MG,CAMPO FLORIDO,1
MG,CAMPOS ALTOS,1
MG,CAMPOS GERAIS,2
MG,CANA VERDE,1
MG,CANAA,1
MG,CANAPOLIS,1
MG,CANDEIAS,1
MG,CAPARAO,1
MG,CAPELA NOVA,1
MG,CAPELINHA,2
MG,CAPETINGA,1
MG,CAPIM BRANCO,1
MG,CAPINOPOLIS,1
MG,CAPITAO ANDRADE,1
MG,CAPITAO ENEAS,1
MG,CAPITOLIO,1
MG,CAPUTIRA,1
MG,CARAI,1
MG,CARANAIBA,1
MG,CARANDAI,1
MG,CARANGOLA,2
MG,CARATINGA,4
MG,CARBONITA,1
MG,CAREACU,1
MG,CARLOS CHAGAS,1
MG,CARMESIA,1
MG,CARMO DA CACHOEIRA,1
MG,CARMO DA MATA,1
MG,CARMO DE MINAS,1
MG,CARMO DO CAJURU,2
MG,CARMO DO PARANAIBA,3
MG,CARMO DO RIO CLARO,1
MG,CARMOPOLIS DE MINAS,1
MG,CARNEIRINHO,1
MG,CARRANCAS,1
MG,CARVALHOS,1
MG,CASA GRANDE,1
MG,CASSIA,1
MG,CATAGUASES,5
MG,CATAS ALTAS,1
MG,CATAS ALTAS DA NORUEGA,1
MG,CATUJI,1
MG,CATUTI,1
MG,CAXAMBU,3
MG,CEDRO DO ABAETE,1
MG,CENTRAL DE MINAS,1
MG,CENTRALINA,1
MG,CHACARA,1
MG,CHALE,1
MG,CHAPADA GAUCHA,1
MG,CHIADOR,1
MG,CIPOTANEA,1
MG,CLARAVAL,1
MG,CLARO DOS POCOES,1
MG,COIMBRA,1
MG,COLUNA,1
MG,COMENDADOR GOMES,1
MG,COMERCINHO,1
MG,CONCEICAO DA APARECIDA,1
MG,CONCEICAO DA BARRA DE MINAS,1
MG,CONCEICAO DAS ALAGOAS,1
MG,CONCEICAO DAS PEDRAS,1
MG,CONCEICAO DO MATO DENTRO,1
MG,CONCEICAO DO PARA,1
MG,CONCEICAO DO RIO VERDE,1
MG,CONCEICAO DOS OUROS,1
MG,CONEGO MARINHO,1
MG,CONFINS,1
MG,CONGONHAL,1
MG,CONGONHAS,3
MG,CONGONHAS DO NORTE,1
MG,CONQUISTA,1
MG,CONSELHEIRO LAFAIETE,8
MG,CONSELHEIRO PENA,1
MG,CONSOLACAO,1
MG,CONTAGEM,34
MG,COQUEIRAL,1
MG,CORACAO DE JESUS,1
MG,CORDISBURGO,1
MG,CORDISLANDIA,1
MG,COROACI,1
MG,COROMANDEL,1
MG,CORONEL FABRICIANO,7
MG,CORONEL MURTA,1
MG,CORONEL PACHECO,1
MG,CORONEL XAVIER CHAVES,1
MG,CORREGO DANTA,1
MG,CORREGO DO BOM JESUS,1
MG,CORREGO FUNDO,1
MG,CORREGO NOVO,1
MG,COUTO DE MAGALHAES DE MINAS,1
MG,CRISOLITA,1
MG,CRISTAIS,1
MG,CRISTIANO OTONI,1
MG,CRISTINA,1
MG,CRUCILANDIA,1
MG,CRUZEIRO DA FORTALEZA,1
MG,CUPARAQUE,1
MG,CURRAL DE DENTRO,1
MG,CURVELO,4
MG,DATAS,1
MG,DELFIM MOREIRA,1
MG,DELFINOPOLIS,1
MG,DELTA,1
MG,DESCOBERTO,1
MG,DESTERRO DE ENTRE RIOS,1
MG,DESTERRO DO MELO,1
MG,DIAMANTINA,3
MG,DIOGO DE VASCONCELOS,1
MG,DIONISIO,1
MG,DIVINESIA,1
MG,DIVINO,1
MG,DIVINO DAS LARANJEIRAS,1
MG,DIVINOLANDIA DE MINAS,1
MG,DIVINOPOLIS,19
MG,DIVISA ALEGRE,1
MG,DIVISA NOVA,1
MG,DIVISOPOLIS,1
MG,DOM BOSCO,1
MG,DOM CAVATI,1
MG,DOM SILVERIO,1
MG,DOM VICOSO,1
MG,DONA EUSEBIA,1
MG,DORES DE CAMPOS,1
MG,DORES DE GUANHAES,1
MG,DORES DO INDAIA,1
MG,DORES DO TURVO,1
MG,DORESOPOLIS,1
MG,DOURADOQUARA,1
MG,DURANDE,1
MG,ELOI MENDES,2
MG,ENGENHEIRO CALDAS,1
MG,ENTRE FOLHAS,1
MG,ENTRE RIOS DE MINAS,1
MG,ERVALIA,1
MG,ESMERALDAS,2
MG,ESPERA FELIZ,1
MG,ESPINOSA,2
MG,ESPIRITO SANTO DO DOURADO,1
MG,ESTIVA,1
MG,ESTRELA DALVA,1
MG,ESTRELA DO INDAIA,1
MG,ESTRELA DO SUL,1
MG,EUGENOPOLIS,1
MG,EWBANK DA CAMARA,1
MG,EXTREMA,2
MG,FAMA,1
MG,FARIA LEMOS,1
MG,FELICIO DOS SANTOS,1
MG,FELISBURGO,1
MG,FELIXLANDIA,1
MG,FERNANDES TOURINHO,1
MG,FERROS,1
MG,FERVEDOURO,1
MG,FLORESTAL,1
MG,FORMIGA,5
MG,FORMOSO,1
MG,FORTALEZA DE MINAS,1
MG,FORTUNA DE MINAS,1
MG,FRANCISCO BADARO,1
MG,FRANCISCO DUMONT,1
MG,FRANCISCO SA,1
MG,FRANCISCOPOLIS,1
MG,FREI GASPAR,1
MG,FREI INOCENCIO,1
MG,FREI LAGONEGRO,1
MG,FRONTEIRA,1
MG,FRONTEIRA DOS VALES,1
MG,FRUTA DE LEITE,1
MG,FRUTAL,5
MG,FUNILANDIA,1
MG,GALILEIA,1
MG,GAMELEIRAS,1
MG,GLAUCILANDIA,1
MG,GOIABEIRA,1
MG,GOIANA,1
MG,GONCALVES,1
MG,GONZAGA,1
MG,GOUVEIA,1
MG,GOVERNADOR VALADARES,17
MG,GRAO MOGOL,1
MG,GRUPIARA,1
MG,GUANHAES,1
MG,GUAPE,1
MG,GUARACIABA,1
MG,GUARACIAMA,1
MG,GUARANESIA,2
MG,GUARANI,1
MG,GUARARA,1
MG,GUARDA-MOR,1
MG,GUAXUPE,4
MG,GUIDOVAL,1
MG,GUIMARANIA,1
MG,GUIRICEMA,1
MG,GURINHATA,1
MG,HELIODORA,1
MG,IAPU,1
MG,IBERTIOGA,1
MG,IBIA,2
MG,IBIAI,1
MG,IBIRACATU,1
MG,IBIRACI,1
MG,IBIRITE,6
MG,IBITURUNA,1
MG,ICARAI DE MINAS,1
MG,IGARAPE,2
MG,IGARATINGA,1
MG,IGUATAMA,1
MG,IJACI,1
MG,ILICINEA,1
MG,IMBE DE MINAS,1
MG,INCONFIDENTES,1
MG,INDAIABIRA,1
MG,INDIANOPOLIS,1
MG,INGAI,1
MG,INHAPIM,1
MG,IPABA,1
MG,IPANEMA,1
MG,IPATINGA,14
MG,IPIACU,1
MG,IPUIUNA,1
MG,IRAI DE MINAS,1
MG,ITABIRA,8
MG,ITABIRINHA,1
MG,ITABIRITO,2
MG,ITACAMBIRA,1
MG,ITACARAMBI,1
MG,ITAGUARA,1
MG,ITAIPE,1
MG,ITAJUBA,7
MG,ITAMARANDIBA,1
MG,ITAMARATI DE MINAS,1
MG,ITAMBACURI,1
MG,ITAMBE DO MATO DENTRO,1
MG,ITAMOGI,1
MG,ITAMONTE,1
MG,ITANHANDU,1
MG,ITANHOMI,1
MG,ITAOBIM,1
MG,ITAPAGIPE,1
MG,ITAPECERICA,1
MG,ITAPEVA,1
MG,ITATIAIUCU,1
MG,ITAU DE MINAS,1
MG,ITAUNA,6
MG,ITAVERAVA,1
MG,ITINGA,1
MG,ITUETA,1
MG,ITUIUTABA,7
MG,ITUMIRIM,1
MG,ITURAMA,3
MG,JABOTICATUBAS,1
MG,JACINTO,1
MG,JACUI,1
MG,JACUTINGA,1
MG,JAGUARACU,1
MG,JAIBA,2
MG,JAMPRUCA,1
MG,JANAUBA,4
MG,JANUARIA,4
MG,JAPARAIBA,1
MG,JAPONVAR,1
MG,JECEABA,1
MG,JENIPAPO DE MINAS,1
MG,JEQUERI,1
MG,JEQUITAI,1
MG,JEQUITIBA,1
MG,JEQUITINHONHA,1
MG,JESUANIA,1
MG,JOAIMA,1
MG,JOANESIA,1
MG,JOAO MONLEVADE,5
MG,JOAO PINHEIRO,2
MG,JOAQUIM FELICIO,1
MG,JORDANIA,1
MG,JOSE GONCALVES DE MINAS,1
MG,JOSE RAYDAN,1
MG,JOSENOPOLIS,1
MG,JUATUBA,1
MG,JUIZ DE FORA,39
MG,JURAMENTO,1
MG,JURUAIA,1
MG,JUVENILIA,1
MG,LADAINHA,1
MG,LAGAMAR,1
MG,LAGOA DA PRATA,3
MG,LAGOA DOS PATOS,1
MG,LAGOA DOURADA,1
MG,LAGOA FORMOSA,1
MG,LAGOA GRANDE,1
MG,LAGOA SANTA,3
MG,LAJINHA,1
MG,LAMBARI,2
MG,LAMIM,1
MG,LARANJAL,1
MG,LASSANCE,1
MG,LAVRAS,8
MG,LEME DO PRADO,1
MG,LEOPOLDINA,3
MG,LIBERDADE,1
MG,LIMA DUARTE,1
MG,LIMEIRA DO OESTE,1
MG,LONTRA,1
MG,LUISLANDIA,1
MG,LUMINARIAS,1
MG,LUZ,1
MG,MACHACALIS,1
MG,MACHADO,2
MG,MADRE DE DEUS DE MINAS,1
MG,MALACACHETA,1
MG,MAMONAS,1
MG,MANGA,1
MG,MANHUACU,5
MG,MAR DE ESPANHA,1
MG,MARAVILHAS,1
MG,MARIA DA FE,1
MG,MARIANA,3
MG,MARILAC,1
MG,MARIO CAMPOS,1
MG,MARLIERIA,1
MG,MARMELOPOLIS,1
MG,MARTINHO CAMPOS,1
MG,MARTINS SOARES,1
MG,MATA VERDE,1
MG,MATERLANDIA,1
MG,MATEUS LEME,2
MG,MATHIAS LOBATO,1
MG,MATIAS BARBOSA,1
MG,MATIAS CARDOSO,1
MG,MATIPO,1
MG,MATO VERDE,1
MG,MATOZINHOS,2
MG,MATUTINA,1
MG,MEDINA,1
MG,MERCES,1
MG,MESQUITA,1
MG,MINAS NOVAS,1
MG,MINDURI,1
MG,MIRABELA,1
MG,MIRADOURO,1
MG,MIRAI,1
MG,MIRAVANIA,1
MG,MOEDA,1
MG,MOEMA,1
MG,MONJOLOS,1
MG,MONSENHOR PAULO,1
MG,MONTALVANIA,1
MG,MONTE ALEGRE DE MINAS,1
MG,MONTE AZUL,1
MG,MONTE BELO,1
MG,MONTE CARMELO,2
MG,MONTE SANTO DE MINAS,1
MG,MONTE SIAO,1
MG,MONTES CLAROS,22
MG,MONTEZUMA,1
MG,MORADA NOVA DE MINAS,1
MG,MORRO DA GARCA,1
MG,MORRO DO PILAR,1
MG,MUNHOZ,1
MG,MURIAE,7
MG,MUTUM,1
MG,MUZAMBINHO,2
MG,NACIP RAYDAN,1
MG,NANUQUE,2
MG,NAQUE,1
MG,NATALANDIA,1
MG,NATERCIA,1
MG,NAZARENO,1
MG,NEPOMUCENO,2
MG,NINHEIRA,1
MG,NOVA BELEM,1
MG,NOVA ERA,1
MG,NOVA LIMA,5
MG,NOVA MODICA,1
MG,NOVA PONTE,1
MG,NOVA PORTEIRINHA,1
MG,NOVA RESENDE,1
MG,NOVA SERRANA,4
MG,NOVA UNIAO,1
MG,NOVO CRUZEIRO,2
MG,NOVO ORIENTE DE MINAS,1
MG,NOVORIZONTE,1
MG,OLARIA,1
MG,OLHOS-D AGUA,1
MG,OLIMPIO NORONHA,1
